pseudo_sentence,gold_cd,sentence
"Verse 15: I have called you friends. No longer do I call you servants, for the servant does not know what his master is doing. But I have called you friends, for all that I have heard from my Father I have made known to you.",verse|poem # 15|fifteen # full stop|. # <unk> # i|me # <unk> # name|called # you all|you guys # slave|bondage # ?|question # <unk> # comma|pause # <unk> # comma|pause # <unk> # not|dis # tell|inform # <unk> # sense|perception # <unk> # full stop|. # <unk> # you all|you guys # my|mine # friend|pal # friend|pal # comma|pause # because|since # i|me # finish|complete # tell you|tell you all # <unk> # father|dad # tell|inform # i|me # full stop|.,"Verse 15: No longer do I call you servants, for the servant doesn't know what his lord does. But I have called you friends, for everything that I heard from my Father, I have made known to you."
Verse 15: Thank you for this large and wonderful gift! It's indescribable!,verse|passage # 15|fifteen # full stop|. # thanks|thank you # <unk> # to|for # here|in this place # gift|present # big|large # wonderful|great # comma|pause # can't|cannot # describe|explain # word|vocabulary # !|exclamation,Verse 15: Now thanks be to God for his unspeakable gift!
"Verse 15: My wisdom remained with me. I set out to understand, but it was beyond me.",verse|passage # 15|fifteen # full stop|. # <unk> # <unk> # comma|pause # my # wisdom|knowledge # women|females # comma|pause # <unk> # finish|complete # attempt|try # <unk> # word|vocabulary # comma|pause # <unk> # purpose|intend # comma|pause # but|however # you all|these # can't|cannot # behave|act # full stop|.,"Verse 15: Now the wise men, the enchanters, have been brought in before me, that they should read this writing, and make known to me its interpretation; but they could not show the interpretation of the thing."
"Verse 15: And Pharaoh said to Joseph, ""I am Pharaoh, and without you shall no man lift up his hand or foot in all the land of Egypt.""",verse|passage # 15|fifteen # full stop|. # <unk> # <unk> # our|belongs to us # <unk> # comma|pause # his|his own # name|title # you|you're # finish|complete # <unk> # continue|proceed # honor|honour # ?|question # how|in what way # comma|pause # his|his own # people|folks # you|her # egypt # comma|pause # you|you all # snatch|grab # with|by # big|large # sign|signs # muscle|strong # full stop|. # <unk> # we|us # finish|complete # sin|transgression # ?|question # we|us # completely|filled # wicked|evil # full stop|.,"Verse 15: Now, Lord our God, who has brought your people forth out of the land of Egypt with a mighty hand, and have gotten yourself renown, as at this day; we have sinned, we have done wickedly."
"Verse 15: The Lord said to me, ""You start building the temple below, and you will see it happen.""",verse 15 # full stop|. # <unk> # lord # temple|building dedicated to the worship of jehovah # below|beneath # you all|you guys # start|initiate # construct|erect # comma|pause # <unk> # happen|occur # you all|you guys # full stop|.,"Verse 15: Now, please consider from this day and backward, before a stone was laid on a stone in Yahweh's temple."
"Verse 15: They stayed because King Herod was already dead. The prophet had spoken about this. Did this satisfy them? Egypt, the Lord had called His son out of Egypt.",verse|passage # 15|fifteen # full stop|. # they|them # stay|remain # <unk> # herod|king herod # already|previously # death|dying # full stop|. # <unk> # <unk> # told|speak # <unk> # prophet|seer # ?|question # this|these # content|satisfy # ?|question # <unk> # colen|: # egypt # <unk> # comma|pause # <unk> # <unk> # i|me # already|previously # call|summon # came|arrived # <unk> # full stop|.,"Verse 15: and was there until the death of Herod; that it might be fulfilled which was spoken by the Lord through the prophet, saying, ""Out of Egypt I called my son."""
"Verse 16: Well, my precious brothers and sisters, do not be misled.",verse|passage # 16|sixteen # full stop|. # well|good # comma|pause # my|mine # precious|valuable # brothers|brethren # comma|pause # sisters|sibling # comma|pause # <unk> # become|becomes # mislead|misleading # full stop|.,"Verse 16: Don't be deceived, my beloved brothers."
"Verse 16: Is there a great fear among you? Do you give glory to God? Is there a strong prophet among us? Indeed, there are. The people were amazed.",verse|passage # 16|sixteen # full stop|. # <unk> # comma|pause # large|big # fear|holy # among|interwoven # ?|question # you all|these # glory to god|praise # <unk> # comma|pause # saying|says # comma|pause # <unk> # strong|powerful # prophet|seer # exist|existence # among|interwoven # we|us # ?|question # as well|moreover # comma|pause # <unk> # comma|pause # <unk> # <unk> # god|he # people|folks # full stop|.,"Verse 16: Fear took hold of all, and they glorified God, saying, ""A great prophet has arisen among us!"" and, ""God has visited his people!"""
"Verse 16: Israel, pay attention to their needs.",verse|passage # 16|sixteen # full stop|. # <unk> # israel|israeli # people|persons # you|who # direct|wilt # give attention|pay attention # <unk> # their|theirs # <unk> # full stop|.,"Verse 16: He will turn many of the children of Israel to the Lord, their God."
"Verse 16: The Lord said, ""When that day arrives, I will no longer call my husband 'master.'""",verse 16 # full stop|. # lord # saying|says # comma|pause # when|whenever # that|which # day|24 hours # arrive|reach # comma|pause # <unk> # name|called # i|me # quote|quotation # my # husband|male spouse # comma|pause # not|no # quote|quotation # my # master|expert # push aside|move aside # full stop|.,"Verse 16: It will be in that day,"" says Yahweh, ""that you will call me 'my husband,' and no longer call me 'my master.'"
"Verse 16: Simon Peter answered, ""You are the Messiah, the Son of the living God.""",verse|passage # 16|sixteen # full stop|. # <unk> # colen|: # first|1st # comma|pause # simon|peter # <unk> # you|who # name|called # peter|simon peter # peter # <unk> # comma|pause,"Verse 16: Simon, to whom he gave the name Peter;"
"Verse 16: They were filled with joy and gladness, and they honored the king.",verse 16 # full stop|. # <unk> # completely|filled # enjoy|pleasure # comma|pause # happy|joyful # comma|pause # <unk> # own|owned # honor|respect # full stop|.,"Verse 16: The Jews had light, gladness, joy, and honor."
"Verse 16: That night, the disciples waited for Jesus on the shore.",verse|poem # 16|sixteen # full stop|. # that # night|evening # comma|pause # water|h2o # shore|beach # comma|pause # jesus|christ # disciple|follower of christ # <unk> # comma|pause # wait|hold on # to|for # jesus|christ # full stop|.,"Verse 16: When evening came, his disciples went down to the sea,"
Verse 17: But he who is joined to the Lord is one spirit with Him.,verse|passage # 17|seventeen # full stop|. # although|but # one|1 # connect|link # with|by # lord # comma|pause # you|her # one|1 # soul|spirit # with|by # god|he # full stop|.,Verse 17: But he who is joined to the Lord is one spirit.
"Verse 17: She girds herself with strength, and makes her arms strong.",verse|passage # 17|seventeen # full stop|. # <unk> # happen|occur # you|her # <unk> # comma|pause # <unk> # comb|hair comb # comma|pause # <unk> # wash face|clean face # full stop|.,"Verse 17: But you, when you fast, anoint your head, and wash your face;"
"Verse 17: Jesus asked, ""Didn't I heal you already?"" ""Where?""",verse|passage # 17|seventeen # full stop|. # jesus|christ # ask|request # comma|pause # <unk> # <unk> # i|me # already|previously # heal|healed # comma|pause # <unk> # full stop|. # <unk> # f|9 # comma|pause # where|whereabouts # full stop|.,"Verse 17: Jesus answered, ""Weren't the ten cleansed? But where are the nine?"
"Verse 17: Now, my dear ones, I have one more request. He has already taught you to oppose the cause of faith. I warn you.",verse|passage # 17|seventeen # full stop|. # now|sign for now - used as topic marker # comma|pause # you all|these # my|mine # precious|valuable # <unk> # <unk> # comma|pause # 1|one # more|additional # petition|request # full stop|. # <unk> # he|you # already|previously # <unk> # comma|pause # <unk> # teach|teaches # oppose|opposing # comma|pause # cause|reason # <unk> # comma|pause # <unk> # faith|conviction # you all|you guys # <unk> # comma|pause # warn|warning # <unk> # full stop|. # <unk> # you all|you guys # full stop|.,"Verse 17: Now I beg you, brothers, look out for those who are causing the divisions and occasions of stumbling, contrary to the doctrine which you learned, and turn away from them."
"Verse 17: And this became known to all, both Jews and Greeks, who lived in Ephesus. And fear fell upon them all, and the name of the Lord Jesus was magnified.",verse|passage # 17|seventeen # full stop|. # <unk> # about|concerning # happen|occur # immediately|right away # spread|spreads # around|about # ephesus # comma|pause # hebrew|descendants of abraham # comma|pause # <unk> # both|both of them # full stop|. # <unk> # city|town # <unk> # fear|holy # ?|question # lord # jesus|christ # name|title # awesome|great # honor|honour # full stop|.,"Verse 17: This became known to all, both Jews and Greeks, who lived at Ephesus. Fear fell on them all, and the name of the Lord Jesus was magnified."
Verse 17: Now the Lord had prepared a great fish to swallow up Jonah. Jonah was in the belly of the fish three days and three nights.,verse|passage # 17|seventeen # full stop|. # now|sign for now - used as topic marker # lord # god|he # <unk> # ways|way # large|big # fish|fishes # ?|question # itself|it # <unk> # <unk> # jonah|jona # full stop|. # <unk> # inside|within # fish|fishes # 3 days|three days # comma|pause # 3|three # night|evening # full stop|.,"Verse 17: Yahweh prepared a great fish to swallow up Jonah, and Jonah was in the belly of the fish three days and three nights."
